FID,÷≤±ª»∫,¥Û¿‡,Vegatation,Code,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7,X,Y
4243,·‘≤›≤›µÈ,≤›µÈ,–°·‘≤›≤›µÈ,2,0,0,0,0,851,727,196,208,369,98,0,0,707,789,794,769,794,858,738,725,97.8722992,4921,6.7607799,812,851,844,802,736,754,855,817,778,864,875,749,820,1482,1647,1720,1006,1299,924,925,974,884,849,0,0,0,0,0,0,0,5,6,21,29,57,39,70,85,78,61,28,3,0,0,0,0,1,1,1,1,1,2,3,2,2,2,2,7,1,3,5,5,2,3,2,2,1,1,1,14192,14179,14338,14341,14652,15025,15162,15409,15417,15480,15756,15573,14983,14479,14842,14571,14667,14952,14931,14758,14497,14446,14097,14814.40909,14636.51111,14606.44444,14631.54348,14674.4,1313,1289,1282,1234,1301,1170,1256,1228,1185,1227,1297,1253,1483,3273,3021,2695,2226,2011,1613,1607,1550,1408,1237,0,0,0,0,0,0,0,3,5,19,24,54,36,59,76,67,52,24,2,0,0,0,0,9,9,7,7,7,10,13,12,9,9,9,28,6,12,24,24,12,17,13,12,9,9,9,0.00958,0.0374658,0.0180864,0.0751902,0.0354748,0.012419,0.185517,0.122357,0.115197,0.0036454,0.0000798,0.0160614,23.66666667,17.91666667,13.5,18.75,25.58333333,58,58,58,58,414,152,105,82,67,67,67,67,1914,2432,954,1473,3351,3252,3099,1650,2123,832,1326,3142,3051,2844,2595,3121,545,888,2365,2246,1351,1389,2398,698,1109,2661,2444,1828,1688,2538,842,1333,3058,3442,2858,85.94368333,29.4918
4330,Ã¶≤›≤›µÈ,≤›µÈ,Ã¶≤›≤›µÈ,13,0,0,146,59,78,84,1098,1093,788,106,28,0,32767,32767,32767,32767,32767,32767,32767,32767,349.8340149,4030,11.7957001,567,879,890,905,1015,1136,1221,1184,1081,1100,1086,1276,1273,1896,1751,2489,2217,1368,1146,987,829,939,739,0,0,0,0,1,7,16,34,39,58,65,77,142,32,166,123,61,54,24,16,13,0,0,1,1,2,2,2,1,2,2,2,3,2,2,6,2,7,5,6,3,2,2,1,1,1,13799,14083,14282,14468,14692,14980,14695,15335,15359,15503,15416,15708,14638,14552,14874,15089,14853,14623,14854,14533,14524,14180,14105,15003.53333,14880.06667,14895.57778,14879.73333,14880.75556,1172,1864,1867,1856,1860,1996,1964,1891,1939,2010,2082,2054,2824,4084,3227,4291,4184,2800,2418,2245,1989,1990,1847,0,0,0,0,1,3,13,32,35,50,59,69,124,31,148,110,54,48,22,12,11,0,0,9,9,11,13,11,6,8,12,13,18,12,10,23,11,33,24,28,15,13,11,9,9,9,0.0008875,0.0183311,0.0042644,0.0149609,0.022597,0.0165474,0.341528,0.248368,0.143947,0.0048537,0.000023,0.0018891,24.41666667,43.25,36.33333333,39.91666667,32.33333333,77,77,60,50,43,37,224,140,97,72,57,57,1377,2092,751,1218,2662,3132,2481,1766,2767,774,1319,3833,3763,3137,1317,1757,1176,1279,1982,1967,1415,850,2128,586,1004,3031,3054,2335,1081,1922,406,741,2659,2504,1780,88.62705,29.24501667
4331,Ã¶≤›≤›µÈ,≤›µÈ,Ã¶≤›≤›µÈ,13,0,0,146,59,78,84,1098,1093,788,106,28,0,32767,32767,32767,32767,32767,32767,32767,32767,349.8340149,4030,11.7957001,567,879,890,905,1015,1136,1221,1184,1081,1100,1086,1276,1273,1896,1751,2489,2217,1368,1146,987,829,939,739,0,0,0,0,1,7,16,34,39,58,65,77,142,32,166,123,61,54,24,16,13,0,0,1,1,2,2,2,1,2,2,2,3,2,2,6,2,7,5,6,3,2,2,1,1,1,13799,14083,14282,14468,14692,14980,14695,15335,15359,15503,15416,15708,14638,14552,14874,15089,14853,14623,14854,14533,14524,14180,14105,15003.53333,14880.06667,14895.57778,14879.73333,14880.75556,1172,1864,1867,1856,1860,1996,1964,1891,1939,2010,2082,2054,2824,4084,3227,4291,4184,2800,2418,2245,1989,1990,1847,0,0,0,0,1,3,13,32,35,50,59,69,124,31,148,110,54,48,22,12,11,0,0,9,9,11,13,11,6,8,12,13,18,12,10,23,11,33,24,28,15,13,11,9,9,9,0.0008875,0.0183311,0.0042644,0.0149609,0.022597,0.0165474,0.341528,0.248368,0.143947,0.0048537,0.000023,0.0018891,24.41666667,43.25,36.33333333,39.91666667,32.33333333,77,77,60,50,43,37,224,140,97,72,57,57,1377,2092,751,1218,2662,3132,2481,1766,2767,774,1319,3833,3763,3137,1317,1757,1176,1279,1982,1967,1415,850,2128,586,1004,3031,3054,2335,1081,1922,406,741,2659,2504,1780,88.62691667,29.2449
4332,Ã¶≤›≤›µÈ,≤›µÈ,Ã¶≤›≤›µÈ,13,0,0,146,59,78,84,1098,1093,788,106,28,0,32767,32767,32767,32767,32767,32767,32767,32767,349.8340149,4030,11.7957001,567,879,890,905,1015,1136,1221,1184,1081,1100,1086,1276,1273,1896,1751,2489,2217,1368,1146,987,829,939,739,0,0,0,0,1,7,16,34,39,58,65,77,142,32,166,123,61,54,24,16,13,0,0,1,1,2,2,2,1,2,2,2,3,2,2,6,2,7,5,6,3,2,2,1,1,1,13799,14083,14282,14468,14692,14980,14695,15335,15359,15503,15416,15708,14638,14552,14874,15089,14853,14623,14854,14533,14524,14180,14105,15003.53333,14880.06667,14895.57778,14879.73333,14880.75556,1172,1864,1867,1856,1860,1996,1964,1891,1939,2010,2082,2054,2824,4084,3227,4291,4184,2800,2418,2245,1989,1990,1847,0,0,0,0,1,3,13,32,35,50,59,69,124,31,148,110,54,48,22,12,11,0,0,9,9,11,13,11,6,8,12,13,18,12,10,23,11,33,24,28,15,13,11,9,9,9,0.0008875,0.0183311,0.0042644,0.0149609,0.022597,0.0165474,0.341528,0.248368,0.143947,0.0048537,0.000023,0.0018891,24.41666667,43.25,36.33333333,39.91666667,32.33333333,77,77,60,50,43,37,224,140,97,72,57,57,1377,2092,751,1218,2662,3132,2481,1766,2767,774,1319,3833,3763,3137,1317,1757,1176,1279,1982,1967,1415,850,2128,586,1004,3031,3054,2335,1081,1922,406,741,2659,2504,1780,88.62693333,29.24491667
1400,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,0,656,622,1037,1036,942,702,196,21,0,32767,857,778,717,721,731,734,32767,28.1103001,2728,8.0192499,1278,1042,1222,1288,1109,1215,1397,1661,2817,3105,634,4786,5407,4877,4758,3847,2764,2579,1346,1491,1127,1156,1097,0,0,0,0,0,2,22,88,42,144,298,99,121,429,406,304,37,83,15,4,0,0,0,2,2,2,1,1,2,2,4,3,10,14,8,7,15,13,14,4,6,2,1,1,1,2,13593,13946,13834,14085,14411,14113,14663,14850,14271,14428,14971,0,14555,14904,14922,14795,13792,14814,14033,14133,14165,13825,13811,14664.34783,14598.47826,14580.53333,14521.84783,14494.08696,2325,2031,2150,1723,1462,2666,2747,3326,4794,5584,675,7315,6975,6620,6581,6101,4906,4401,3116,3201,2671,2456,2586,0,0,0,0,0,1,18,78,40,125,250,91,107,348,339,256,31,72,11,2,0,0,0,13,13,14,7,7,9,9,22,15,38,46,33,33,56,49,50,23,32,13,9,9,9,16,0.0071192,0.0116009,0.0064171,0.0427533,0.122752,0.158839,0.110601,0.129373,0.111121,0.0562609,0.0199013,0.0003244,35.91666667,60.66666667,58.08333333,53.16666667,41.66666667,538,538,538,251,176,237,169,133,110,94,94,94,670,2365,333,627,3279,2441,1588,510,3290,231,647,3789,2299,1079,745,4125,357,907,5020,3132,1693,707,2920,371,746,3909,3089,1667,968,2490,473,768,3903,3651,2447,101.574806,35.83097276
1401,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,0,656,622,1037,1036,942,702,196,21,0,32767,857,778,717,721,731,734,32767,337.7380066,2733,17.5032997,1278,1042,1222,1288,1109,1215,1397,1661,2817,3105,634,4786,5407,4877,4758,3847,2764,2579,1346,1491,1127,1156,1097,0,0,0,0,0,2,22,88,42,144,298,99,121,429,406,304,37,83,15,4,0,0,0,2,2,2,1,1,2,2,4,3,10,14,8,7,15,13,14,4,6,2,1,1,1,2,13593,13946,13834,14085,14411,14113,14663,14850,14271,14428,14971,0,14555,14904,14922,14795,13792,14814,14033,14133,14165,13825,13811,14664.34783,14598.47826,14580.53333,14521.84783,14494.08696,2325,2031,2150,1723,1462,2666,2747,3326,4794,5584,675,7315,6975,6620,6581,6101,4906,4401,3116,3201,2671,2456,2586,0,0,0,0,0,1,18,78,40,125,250,91,107,348,339,256,31,72,11,2,0,0,0,13,13,14,7,7,9,9,22,15,38,46,33,33,56,49,50,23,32,13,9,9,9,16,0.0071192,0.0116009,0.0064171,0.0427533,0.122752,0.158839,0.110601,0.129373,0.111121,0.0562609,0.0199013,0.0003244,35.91666667,60.66666667,58.08333333,53.16666667,41.66666667,538,538,538,251,176,237,169,133,110,94,94,94,670,2365,333,627,3279,2441,1588,510,3290,231,647,3789,2299,1079,745,4125,357,907,5020,3132,1693,707,2920,371,746,3909,3089,1667,968,2490,473,768,3903,3651,2447,101.5749311,35.83089762
1402,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,0,656,622,1037,1036,942,702,196,21,0,32767,857,778,717,721,731,734,32767,28.2497005,2735,21.4379997,1278,1042,1222,1288,1109,1215,1397,1661,2817,3105,634,4786,5407,4877,4758,3847,2764,2579,1346,1491,1127,1156,1097,0,0,0,0,0,2,22,88,42,144,298,99,121,429,406,304,37,83,15,4,0,0,0,2,2,2,1,1,2,2,4,3,10,14,8,7,15,13,14,4,6,2,1,1,1,2,13593,13946,13834,14085,14411,14113,14663,14850,14271,14428,14971,0,14555,14904,14922,14795,13792,14814,14033,14133,14165,13825,13811,14664.34783,14598.47826,14580.53333,14521.84783,14494.08696,2325,2031,2150,1723,1462,2666,2747,3326,4794,5584,675,7315,6975,6620,6581,6101,4906,4401,3116,3201,2671,2456,2586,0,0,0,0,0,1,18,78,40,125,250,91,107,348,339,256,31,72,11,2,0,0,0,13,13,14,7,7,9,9,22,15,38,46,33,33,56,49,50,23,32,13,9,9,9,16,0.0071192,0.0116009,0.0064171,0.0427533,0.122752,0.158839,0.110601,0.129373,0.111121,0.0562609,0.0199013,0.0003244,35.91666667,60.66666667,58.08333333,53.16666667,41.66666667,538,538,538,251,176,237,169,133,110,94,94,94,670,2365,333,627,3279,2441,1588,510,3290,231,647,3789,2299,1079,745,4125,357,907,5020,3132,1693,707,2920,371,746,3909,3089,1667,968,2490,473,768,3903,3651,2447,101.5747458,35.83071316
1403,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,0,656,622,1037,1036,942,702,196,21,0,32767,857,778,717,721,731,734,32767,345.8819885,2746,24.8248005,1119,1042,914,1332,1109,1121,1349,1556,2817,3105,634,4469,5379,4722,4658,4151,2747,2613,1346,1241,1042,1000,899,0,0,0,0,0,2,23,69,113,130,282,99,288,443,381,282,16,83,19,3,0,0,0,1,1,2,1,1,2,2,4,3,10,12,6,7,13,13,13,5,6,1,1,1,1,1,13596,13940,13834,14128,14447,14123,14683,14891,14333,14587,14978,0,14618,14878,14916,14795,0,14827,14074,14076,14160,13841,13749,14664.34783,14598.47826,14580.53333,14521.84783,14494.08696,2099,2031,1698,1787,1462,2480,2831,3333,4794,5584,675,7251,7022,6526,6571,6322,5046,4407,3116,2974,2624,2267,2023,0,0,0,0,0,1,19,62,99,115,236,91,246,358,323,242,13,73,15,2,0,0,0,9,9,14,7,7,13,8,22,16,38,42,29,33,44,49,49,26,32,7,9,9,9,9,0.0071192,0.0116009,0.0064171,0.0427533,0.122752,0.158839,0.110601,0.129373,0.111121,0.0562609,0.0199013,0.0003244,35.91666667,60.66666667,58.08333333,53.16666667,41.66666667,538,538,538,251,176,237,169,133,110,94,94,94,670,2365,365,681,2914,2761,1704,474,2975,244,638,3180,2326,1082,670,4339,357,907,5020,3132,1693,703,3120,371,746,3909,3089,1667,993,2558,473,768,3903,3651,2447,101.5749371,35.83060059
1404,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,0,656,622,1037,1036,942,702,196,21,0,32767,857,781,749,722,731,734,32767,347.4119873,2763,23.0949993,1119,1042,914,1332,1109,1121,1349,1556,2817,3105,634,4469,5379,4722,4658,4151,2747,2613,1346,1241,1042,1000,899,0,0,0,0,0,2,23,69,113,130,282,99,288,443,381,282,16,83,19,3,0,0,0,1,1,2,1,1,2,2,4,3,10,12,6,7,13,13,13,5,6,1,1,1,1,1,13596,13940,13834,14128,14447,14123,14683,14891,14333,14587,14978,0,14618,14878,14916,14795,0,14827,14074,14076,14160,13841,13749,14664.34783,14598.47826,14580.53333,14521.84783,14494.08696,2099,2031,1698,1787,1462,2480,2831,3333,4794,5584,675,7251,7022,6526,6571,6322,5046,4407,3116,2974,2624,2267,2023,0,0,0,0,0,1,19,62,99,115,236,91,246,358,323,242,13,73,15,2,0,0,0,9,9,14,7,7,13,8,22,16,38,42,29,33,44,49,49,26,32,7,9,9,9,9,0.0071192,0.0116009,0.0064171,0.0427533,0.122752,0.158839,0.110601,0.129373,0.111121,0.0562609,0.0199013,0.0003244,35.91666667,60.66666667,58.08333333,53.16666667,41.66666667,538,538,538,251,176,237,169,133,110,94,94,94,670,2365,365,681,2914,2761,1704,474,2975,244,638,3180,2326,1082,670,4339,357,907,5020,3132,1693,703,3120,371,746,3909,3089,1667,993,2558,473,768,3903,3651,2447,101.5750307,35.83038954
1445,‹∏‹∏≤›≤›‘≠,≤›‘≠,‹∏‹∏≤›≤›‘≠,21,0,0,55,283,641,1062,764,787,534,172,0,0,911,918,882,826,775,760,810,933,19.3143997,3160,6.8579402,839,999,752,829,1027,1066,1282,1129,1798,2445,3929,4813,3760,3815,3131,2496,2680,2039,1553,1131,1038,981,1004,0,0,0,0,0,5,26,96,108,142,229,122,391,356,391,282,135,128,34,5,0,0,0,1,2,2,2,2,2,2,5,7,12,11,8,21,32,16,14,9,7,4,3,2,2,2,13664,13810,14071,14215,14376,14692,15037,15258,14785,14841,14734,0,14792,15027,15093,15003,14608,14761,14377,14380,14261,13902,13881,14788.69565,14696.48889,14717.73333,14537.63043,14518.18182,1333,1673,1332,1388,1567,1867,2065,1873,3126,4015,5346,6660,5309,6008,5109,4537,5434,3761,3131,2235,1984,2042,1805,0,0,0,0,0,4,23,85,97,120,198,108,305,298,321,237,112,111,27,4,0,0,0,9,15,12,12,14,12,15,24,33,45,45,33,61,78,59,52,35,38,24,20,18,18,17,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.58333333,51.58333333,51.83333333,47.58333333,37.75,168,168,168,124,99,149,114,93,78,68,68,68,1141,2672,490,915,3052,2633,1452,744,3712,366,833,3588,2584,1279,773,3100,378,800,3220,2387,1292,1087,2834,494,951,3584,2947,1818,1040,2294,467,809,3173,2752,1670,100.5676739,35.78161567
1446,‹∏‹∏≤›≤›‘≠,≤›‘≠,‹∏‹∏≤›≤›‘≠,21,0,0,55,283,641,1062,764,787,534,172,0,0,911,918,882,826,775,760,810,933,34.2839012,3157,6.7150302,839,999,752,829,1027,1066,1282,1129,1798,2445,3929,4813,3760,3815,3131,2496,2680,2039,1553,1131,1038,981,1004,0,0,0,0,0,5,26,96,108,142,229,122,391,356,391,282,135,128,34,5,0,0,0,1,2,2,2,2,2,2,5,7,12,11,8,21,32,16,14,9,7,4,3,2,2,2,13664,13810,14071,14215,14376,14692,15037,15258,14785,14841,14734,0,14792,15027,15093,15003,14608,14761,14377,14380,14261,13902,13881,14788.69565,14696.48889,14717.73333,14537.63043,14518.18182,1333,1673,1332,1388,1567,1867,2065,1873,3126,4015,5346,6660,5309,6008,5109,4537,5434,3761,3131,2235,1984,2042,1805,0,0,0,0,0,4,23,85,97,120,198,108,305,298,321,237,112,111,27,4,0,0,0,9,15,12,12,14,12,15,24,33,45,45,33,61,78,59,52,35,38,24,20,18,18,17,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.58333333,51.58333333,51.83333333,47.58333333,37.75,168,168,168,124,99,149,114,93,78,68,68,68,1141,2672,490,915,3052,2633,1452,744,3712,366,833,3588,2584,1279,773,3100,378,800,3220,2387,1292,1087,2834,494,951,3584,2947,1818,1040,2294,467,809,3173,2752,1670,100.5679468,35.78157281
1447,‹∏‹∏≤›≤›‘≠,≤›‘≠,‹∏‹∏≤›≤›‘≠,21,0,0,55,283,641,1062,764,787,534,172,0,0,911,918,882,826,775,760,810,933,34.2839012,3157,6.7150302,839,999,752,829,1027,1066,1282,1129,1798,2445,3929,4813,3760,3815,3131,2496,2680,2039,1553,1131,1038,981,1004,0,0,0,0,0,5,26,96,108,142,229,122,391,356,391,282,135,128,34,5,0,0,0,1,2,2,2,2,2,2,5,7,12,11,8,21,32,16,14,9,7,4,3,2,2,2,13664,13810,14071,14215,14376,14692,15037,15258,14785,14841,14734,0,14792,15027,15093,15003,14608,14761,14377,14380,14261,13902,13881,14788.69565,14696.48889,14717.73333,14537.63043,14518.18182,1333,1673,1332,1388,1567,1867,2065,1873,3126,4015,5346,6660,5309,6008,5109,4537,5434,3761,3131,2235,1984,2042,1805,0,0,0,0,0,4,23,85,97,120,198,108,305,298,321,237,112,111,27,4,0,0,0,9,15,12,12,14,12,15,24,33,45,45,33,61,78,59,52,35,38,24,20,18,18,17,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.58333333,51.58333333,51.83333333,47.58333333,37.75,168,168,168,124,99,149,114,93,78,68,68,68,1141,2672,490,915,3052,2633,1452,744,3712,366,833,3588,2584,1279,773,3100,378,800,3220,2387,1292,1087,2834,494,951,3584,2947,1818,1040,2294,467,809,3173,2752,1670,100.5681746,35.78178847
1448,‹∏‹∏≤›≤›‘≠,≤›‘≠,‹∏‹∏≤›≤›‘≠,21,0,0,55,283,641,1062,764,787,534,172,0,0,911,918,882,826,775,760,810,933,0.0010306,3160,7.39042,793,1005,1219,1064,1398,1089,1566,1800,2589,3545,4882,5031,5153,4619,4372,3865,2882,2855,2025,1542,1270,1234,1180,0,0,0,0,0,5,26,96,108,142,229,122,391,356,391,282,135,128,34,5,0,0,0,1,2,2,2,2,2,2,5,7,12,11,8,21,32,16,14,9,7,4,3,2,2,2,13664,13810,14071,14215,14376,14692,15037,15258,14785,14841,14734,0,14792,15027,15093,15003,14608,14761,14377,14380,14261,13902,13881,14788.69565,14696.48889,14717.73333,14537.63043,14518.18182,1061,1581,1886,1753,1905,1867,2364,2846,4158,5362,6367,6866,6593,6773,6593,5730,5511,4856,3887,2936,2196,2221,2085,0,0,0,0,0,4,23,85,97,120,198,108,305,298,321,237,112,111,27,4,0,0,0,9,15,12,12,14,12,15,24,33,45,45,33,61,78,59,52,35,38,24,20,18,18,17,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.58333333,51.58333333,51.83333333,47.58333333,37.75,168,168,168,124,99,149,114,93,78,68,68,68,904,2995,490,915,3052,2633,1452,698,3757,366,833,3588,2584,1279,622,3233,378,800,3220,2387,1292,820,3021,494,951,3584,2947,1818,850,2455,467,809,3173,2752,1670,100.5682058,35.78152344
1449,‹∏‹∏≤›≤›‘≠,≤›‘≠,‹∏‹∏≤›≤›‘≠,21,0,0,55,283,641,1062,764,787,534,172,0,0,911,918,882,826,775,760,810,933,285.1860046,3164,4.7143002,793,1005,1219,1064,1398,1089,1566,1800,2589,3545,4882,5031,5153,4619,4372,3865,2882,2855,2025,1542,1270,1234,1180,0,0,0,0,0,5,26,96,108,142,229,122,391,356,391,282,135,128,34,5,0,0,0,1,2,2,2,2,2,2,5,7,12,11,8,21,32,16,14,9,7,4,3,2,2,2,13664,13810,14071,14215,14376,14692,15037,15258,14785,14841,14734,0,14792,15027,15093,15003,14608,14761,14377,14380,14261,13902,13881,14788.69565,14696.48889,14717.73333,14537.63043,14518.18182,1061,1581,1886,1753,1905,1867,2364,2846,4158,5362,6367,6866,6593,6773,6593,5730,5511,4856,3887,2936,2196,2221,2085,0,0,0,0,0,4,23,85,97,120,198,108,305,298,321,237,112,111,27,4,0,0,0,9,15,12,12,14,12,15,24,33,45,45,33,61,78,59,52,35,38,24,20,18,18,17,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.58333333,51.58333333,51.83333333,47.58333333,37.75,168,168,168,124,99,149,114,93,78,68,68,68,904,2995,490,915,3052,2633,1452,698,3757,366,833,3588,2584,1279,622,3233,378,800,3220,2387,1292,820,3021,494,951,3584,2947,1818,850,2455,467,809,3173,2752,1670,100.5676104,35.78140923
1515,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,19,0,0,0,243,560,956,627,789,479,132,0,0,851,840,885,753,767,760,906,902,266.3930054,3358,4.9287,-104,543,1102,1133,997,1312,1627,1689,2337,3002,4156,5193,4889,4133,3537,3787,2538,2082,1693,1448,1197,1249,1079,0,0,0,0,0,0,18,75,68,96,245,96,337,334,360,261,68,130,18,1,0,0,0,1,1,2,3,2,2,3,4,4,8,14,4,26,22,15,12,8,6,5,3,2,2,1,13360,13544,14006,14092,14219,14406,14964,15371,14882,15084,14940,14296,14834,14917,14963,14890,14256,14530,14359,14183,14042,13733,13700,14882.84783,14766.91111,14759.15556,14677.06818,14602.86957,-119,581,1611,1897,1559,2261,2548,2645,3960,4711,6682,7268,6464,6302,5841,6558,4665,4084,3428,2976,2553,2100,2287,0,0,0,0,0,0,16,67,60,82,213,86,276,283,299,222,61,115,11,1,0,0,0,6,9,13,15,15,11,13,21,23,35,51,20,69,66,56,46,35,33,27,26,12,15,9,0.0064581,0.0136769,0.0067721,0.0330319,0.145293,0.141867,0.114549,0.103072,0.0632607,0.0512119,0.0107478,0.0000066,30.41666667,42.16666667,44,41.16666667,33.16666667,11,11,11,11,11,10,10,10,10,10,10,10,1097,2903,563,953,3249,3151,1998,594,3756,280,766,3933,2287,1034,783,3420,421,814,3897,2461,1469,535,2574,417,804,3527,2779,1558,1167,2931,620,1020,4052,3449,2074,99.96892931,35.61466173
1516,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,19,0,0,0,243,560,956,627,789,479,132,0,0,851,840,885,753,767,760,906,902,300.2380066,3360,3.07023,-104,543,1102,1133,997,1312,1627,1689,2337,3002,4156,5193,4889,4133,3537,3787,2538,2082,1693,1448,1197,1249,1079,0,0,0,0,0,0,18,75,68,96,245,96,337,334,360,261,68,130,18,1,0,0,0,1,1,2,3,2,2,3,4,4,8,14,4,26,22,15,12,8,6,5,3,2,2,1,13360,13544,14006,14092,14219,14406,14964,15371,14882,15084,14940,14296,14834,14917,14963,14890,14256,14530,14359,14183,14042,13733,13700,14882.84783,14766.91111,14759.15556,14677.06818,14602.86957,-119,581,1611,1897,1559,2261,2548,2645,3960,4711,6682,7268,6464,6302,5841,6558,4665,4084,3428,2976,2553,2100,2287,0,0,0,0,0,0,16,67,60,82,213,86,276,283,299,222,61,115,11,1,0,0,0,6,9,13,15,15,11,13,21,23,35,51,20,69,66,56,46,35,33,27,26,12,15,9,0.0064581,0.0136769,0.0067721,0.0330319,0.145293,0.141867,0.114549,0.103072,0.0632607,0.0512119,0.0107478,0.0000066,30.41666667,42.16666667,44,41.16666667,33.16666667,11,11,11,11,11,10,10,10,10,10,10,10,1097,2903,563,953,3249,3151,1998,594,3756,280,766,3933,2287,1034,783,3420,421,814,3897,2461,1469,535,2574,417,804,3527,2779,1558,1167,2931,620,1020,4052,3449,2074,99.968261,35.614109
