Vegatation,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7
“Ï’Î√©≤›‘≠,0,0,0,30,435,927,785,824,592,0,0,0,32767,32767,828,798,750,789,32767,32767,28.6236992,4296,16.7879009,-73,-41,201,138,-229,-187,-446,-381,-215,-598,14,-119,0,73,0,0,36,0,152,0,0,-305,-265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13117,12860,13268,13291,13141,13329,13573,13620,13619,13681,13958,14060,14088,14288,14304,14328,14193,14131,14044,13903,13827,13576,13178,14526.76087,14609.45455,14413.76087,14338.78261,14233.97778,-83,-38,224,174,-208,-180,-548,-415,-225,-1141,37,-241,0,78,0,0,40,0,6078,0,0,-657,-756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076582,0.0151975,0.0116465,0.0329334,0.0745734,0.110018,0.0725088,0.0753704,0.0734036,0.0496075,0.018064,0.0023684,29.08333333,33.58333333,37.91666667,37.16666667,30.75,102,102,102,102,102,219,81,56,43,43,43,43,546,444,459,437,83,186,50,57,-9,204,290,0,7,3,5099,5180,5026,4988,5324,3201,2101,73,-3,253,329,0,20,-1,39,3,17,270,-15,11,29
“Ï’Î√©≤›‘≠,0,0,0,0,548,935,675,694,567,0,0,0,788,843,759,904,890,761,794,811,156.375,4235,8.3896503,-169,9,128,-86,-65,-85,-140,241,-266,-113,-9,-107,-168,0,815,87,0,310,0,0,192,-16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13004,12760,13299,13280,13254,13473,13696,13938,13825,14062,14286,14258,14255,14471,14492,14374,14206,14112,13973,13900,13688,13247,13102,14505.91304,14533.55556,14258.42222,14234.75556,14021.82609,-162,8,122,-81,-59,-79,-137,277,-317,-717,-571,0,-1604,0,1102,1139,0,411,0,0,188,-15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085756,0.0158652,0.0117758,0.0285194,0.0667656,0.145921,0.0747016,0.0618067,0.068962,0.0485937,0.0161317,0.0024397,28.33333333,32.83333333,37.66666667,36.58333333,29.58333333,42,42,42,42,42,126,70,51,40,40,40,40,381,330,324,497,174,238,0,91,47,199,342,-3,122,0,37,12,108,237,7,103,73,60,58,165,263,17,69,33,141,-13,402,431,88,82,26
“Ï’Î√©≤›‘≠,0,0,0,0,548,935,675,694,567,0,0,0,788,843,759,904,890,761,794,811,191.4329987,4241,1.89498,-168,-12,128,-105,-75,-85,-140,243,-266,65,-9,-107,-181,0,815,87,0,310,69,0,100,-16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13010,12747,13314,13319,13276,13508,13864,14158,14008,14142,14444,14272,0,14580,14595,14509,14368,14181,14029,13867,13813,13260,13282,14505.91304,14533.55556,14258.42222,14234.75556,14021.82609,-161,-11,122,-100,-70,-79,-137,283,-317,2688,-571,0,-1649,0,1102,1139,0,411,1750,0,99,-15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085756,0.0158652,0.0117758,0.0285194,0.0667656,0.145921,0.0747016,0.0618067,0.068962,0.0485937,0.0161317,0.0024397,28.33333333,32.83333333,37.66666667,36.58333333,29.58333333,42,42,42,42,42,126,70,51,40,40,40,40,-16,25,637,758,1049,863,591,91,47,217,345,89,150,13,55,17,125,266,97,134,99,60,58,183,294,880,228,141,141,-13,380,488,65,97,59
“Ï’Î√©≤›‘≠,0,0,0,0,548,935,675,694,567,0,0,0,788,843,759,904,890,761,794,811,288.2109985,4230,5.9226398,-163,25,133,-89,-65,-85,-181,257,-266,-113,23,-107,-162,0,676,194,0,-8,69,0,100,28,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13010,12747,13314,13319,13276,13508,13864,14158,14008,14142,14444,14272,0,14580,14595,14509,14368,14181,14029,13867,13813,13260,13282,14505.91304,14533.55556,14258.42222,14234.75556,14021.82609,-158,23,128,-84,-59,-80,-179,288,-317,-717,1333,0,-1674,0,1087,626,0,-20,1750,0,99,27,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085756,0.0158652,0.0117758,0.0285194,0.0667656,0.145921,0.0747016,0.0618067,0.068962,0.0485937,0.0161317,0.0024397,28.33333333,32.83333333,37.66666667,36.58333333,29.58333333,42,42,42,42,42,126,70,51,40,40,40,40,381,330,637,758,1049,863,591,91,47,217,345,89,150,13,57,34,125,266,97,134,99,69,34,183,294,880,228,141,201,62,380,488,65,97,59
“Ï’Î√©≤›‘≠,0,0,0,0,353,911,803,837,599,0,0,0,738,891,825,885,819,792,831,772,173.0639954,4296,9.2775202,-143,-154,-2,-22,-111,-185,-482,-448,-294,-587,-449,0,0,0,0,0,0,0,0,-377,-247,-141,0,0,0,0,0,0,0,0,0,0,0,2,21,12,5,16,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,13085,12933,13241,13275,13209,13253,13665,13719,13709,13916,14196,14319,14243,14402,14396,14381,13975,14087,13814,13620,13628,13363,13188,14404.34783,14478.04651,14290.26087,14255.36957,14120.13043,-134,-143,-2,-21,-102,-170,-575,-489,-295,-1551,-690,0,0,0,0,0,0,0,0,0,-286,-146,0,0,0,0,0,0,0,0,0,0,0,2,18,10,5,12,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,1,6,1,0,3,0,1,0,0,0,0.0087256,0.0159426,0.0096545,0.0389914,0.0734682,0.106073,0.0727342,0.0887001,0.0647245,0.0470697,0.0175228,0.0047641,28.91666667,33.41666667,37.66666667,37,30.5,166,166,166,166,179,219,81,56,43,43,43,43,280,72,136,340,-11,165,102,1359,272,570,1218,0,112,49,310,50,41,351,1,104,0,235,28,186,464,273,199,89,268,56,194,509,29,183,-6
“Ï’Î√©≤›‘≠,0,0,0,0,353,911,803,837,599,0,0,0,797,854,843,890,768,831,746,778,117.6350021,4295,4.6642799,-143,-154,-2,-22,-111,-185,-482,-448,-294,-587,-449,0,0,0,0,0,0,0,0,-377,-247,-141,0,0,0,0,0,0,0,0,0,0,0,2,21,12,5,16,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,13085,12933,13241,13275,13209,13253,13665,13719,13709,13916,14196,14319,14243,14402,14396,14381,13975,14087,13814,13620,13628,13363,13188,14404.34783,14478.04651,14290.26087,14255.36957,14120.13043,-134,-143,-2,-21,-102,-170,-575,-489,-295,-1551,-690,0,0,0,0,0,0,0,0,0,-286,-146,0,0,0,0,0,0,0,0,0,0,0,2,18,10,5,12,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,1,6,1,0,3,0,1,0,0,0,0.0087256,0.0159426,0.0096545,0.0389914,0.0734682,0.106073,0.0727342,0.0887001,0.0647245,0.0470697,0.0175228,0.0047641,28.91666667,33.41666667,37.66666667,37,30.5,166,166,166,166,179,219,81,56,43,43,43,43,280,72,136,340,-11,165,102,1359,272,570,1218,0,112,49,310,50,41,351,1,104,0,235,28,186,464,273,199,89,268,56,194,509,29,183,-6
“Ï’Î√©≤›‘≠,0,0,0,0,353,911,803,837,599,0,0,0,797,854,843,890,768,831,746,778,278.7550049,4297,6.0707998,-163,-154,-17,-46,-101,-197,-489,-448,-205,-620,-201,0,0,0,0,0,0,0,0,0,-95,-257,0,0,0,0,0,0,0,0,0,0,5,0,26,16,5,9,12,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,13085,12933,13241,13275,13209,13253,13665,13719,13709,13916,14196,14319,14243,14402,14396,14381,13975,14087,13814,13620,13628,13363,13188,14404.34783,14478.04651,14290.26087,14255.36957,14120.13043,-153,-143,-16,-44,-93,-181,-586,-489,-198,0,-367,0,0,0,0,0,0,0,0,0,-100,-298,0,0,0,0,0,0,0,0,0,0,5,0,25,15,5,9,8,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,6,0,6,1,1,3,0,1,0,0,0,0.0087256,0.0159426,0.0096545,0.0389914,0.0734682,0.106073,0.0727342,0.0887001,0.0647245,0.0470697,0.0175228,0.0047641,28.91666667,33.41666667,37.66666667,37,30.5,166,166,166,166,179,219,81,56,43,43,43,43,230,-4,136,340,-11,165,102,1332,201,547,1206,0,95,23,244,41,58,381,35,81,53,621,209,498,887,217,234,158,233,36,194,509,29,183,-6
“Ï’Î√©≤›‘≠,0,0,0,32,559,932,676,789,585,0,0,0,797,854,843,890,768,831,746,778,355.6759949,4287,4.9554,-163,-154,-17,-46,-101,-197,-489,-448,-205,-620,-201,0,0,0,0,0,0,0,0,0,-95,-257,0,0,0,0,0,0,0,0,0,0,5,0,26,16,5,9,12,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,13085,12933,13241,13275,13209,13253,13665,13719,13709,13916,14196,14319,14243,14402,14396,14381,13975,14087,13814,13620,13628,13363,13188,14404.34783,14478.04651,14290.26087,14255.36957,14120.13043,-153,-143,-16,-44,-93,-181,-586,-489,-198,0,-367,0,0,0,0,0,0,0,0,0,-100,-298,0,0,0,0,0,0,0,0,0,0,5,0,25,15,5,9,8,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,6,0,6,1,1,3,0,1,0,0,0,0.0087256,0.0159426,0.0096545,0.0389914,0.0734682,0.106073,0.0727342,0.0887001,0.0647245,0.0470697,0.0175228,0.0047641,28.91666667,33.41666667,37.66666667,37,30.5,72,72,72,72,72,92,60,46,37,37,37,37,230,-4,136,340,-11,165,102,1332,201,547,1206,0,95,23,244,41,58,381,35,81,53,621,209,498,887,217,234,158,233,36,194,509,29,183,-6
“Ï’Î√©≤›‘≠,0,0,0,32,559,932,676,789,585,0,0,0,797,854,843,890,768,831,746,778,65.4404984,4285,7.40798,-113,-150,-18,-43,-83,-199,-545,-469,-196,-645,-201,0,0,0,0,0,0,0,0,0,-570,-257,0,0,0,0,0,0,0,0,0,0,5,0,26,16,5,9,12,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,13085,12933,13241,13275,13209,13253,13665,13719,13709,13916,14196,14319,14243,14402,14396,14381,13975,14087,13814,13620,13628,13363,13188,14404.34783,14478.04651,14290.26087,14255.36957,14120.13043,-105,-139,-17,-41,-76,-183,-648,-510,-187,0,-367,0,0,0,0,0,0,0,0,0,-690,-298,0,0,0,0,0,0,0,0,0,0,5,0,25,15,5,9,8,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,6,0,6,1,1,3,0,1,0,0,0,0.0087256,0.0159426,0.0096545,0.0389914,0.0734682,0.106073,0.0727342,0.0887001,0.0647245,0.0470697,0.0175228,0.0047641,28.91666667,33.41666667,37.66666667,37,30.5,72,72,72,72,72,92,60,46,37,37,37,37,225,-13,136,340,-11,165,102,1332,201,547,1206,0,95,23,265,36,58,381,35,81,53,673,224,498,887,217,234,158,227,32,194,509,29,183,-6
“Ï’Î√©≤›‘≠,0,0,0,0,548,935,675,694,567,0,0,0,825,828,725,914,894,775,825,792,22.0527,4227,1.00188,-162,9,163,-100,-54,71,-145,-151,-201,-63,-109,298,-49,-31,667,-21,-156,0,0,0,192,-43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12906,12743,13300,13280,13246,13464,13729,13992,13946,14218,14434,14364,14177,14577,14537,14466,14360,14181,13993,13867,13697,0,13149,14505.91304,14533.55556,14258.42222,14234.75556,14021.82609,-153,8,155,-93,-50,72,-142,-144,-242,-436,-1111,1305,-256,-1262,1153,-280,-762,0,0,0,188,-41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085756,0.0158652,0.0117758,0.0285194,0.0667656,0.145921,0.0747016,0.0618067,0.068962,0.0485937,0.0161317,0.0024397,28.33333333,32.83333333,37.66666667,36.58333333,29.58333333,42,42,42,42,42,126,70,51,40,40,40,40,399,308,461,637,341,338,265,64,32,147,296,20,109,6,58,45,150,279,-28,132,-14,55,20,197,293,0,126,0,150,0,383,492,-48,118,0
“Ï’Î√©≤›‘≠,0,0,0,33,613,925,631,730,543,0,0,0,863,872,850,820,797,722,880,857,120.1650009,4256,7.3558998,-178,-36,195,7,-232,-185,-354,462,-69,-125,1147,0,-121,-130,-200,11,-124,-132,73,5,-166,-196,-386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12927,12770,13206,13304,13304,13571,14048,14316,14236,14466,14409,0,0,14768,14751,14640,14422,14319,13997,13932,13785,13421,13239,14343.15217,14395.24444,14156.97778,14131.82609,13944.84444,-162,-34,187,7,-218,-175,-384,572,-467,-425,4742,0,-1740,0,0,246,-1984,-1137,264,196,-337,-202,-482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104428,0.0166201,0.0225344,0.0314188,0.0751163,0.138,0.0612644,0.074632,0.0651759,0.0423699,0.0204751,0.0036214,28.58333333,32.66666667,37.91666667,36.83333333,29.91666667,33,33,33,33,33,29,25,22,19,19,19,19,377,246,772,968,1257,1227,1023,131,131,156,416,451,306,-18,179,77,36,322,-100,166,81,85,18,172,316,66,116,71,284,226,601,770,991,1145,900
“Ï’Î√©≤›‘≠,0,0,0,33,613,925,631,730,543,0,0,0,883,824,851,817,775,813,837,869,272.0490112,4242,8.5901804,-76,-5,134,-173,-59,-99,-128,-294,-197,292,206,-225,-159,309,632,32,-11,-32,370,-7,178,-8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12927,12770,13206,13304,13304,13571,14048,14316,14236,14466,14409,0,0,14768,14751,14640,14422,14319,13997,13932,13785,13421,13239,14343.15217,14395.24444,14156.97778,14131.82609,13944.84444,-67,-4,130,-161,-54,-103,-89,-325,-1596,2017,2468,0,0,1437,751,674,-158,-283,4967,-77,169,-9,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104428,0.0166201,0.0225344,0.0314188,0.0751163,0.138,0.0612644,0.074632,0.0651759,0.0423699,0.0204751,0.0036214,28.58333333,32.66666667,37.91666667,36.83333333,29.91666667,33,33,33,33,33,29,25,22,19,19,19,19,6216,6497,4198,4369,4351,4119,2731,122,29,204,475,1137,635,416,147,101,191,393,110,254,69,107,64,186,322,153,206,195,254,240,349,495,606,559,453
“Ï’Î√©≤›‘≠,0,0,0,33,613,925,631,730,543,0,0,0,819,825,869,840,839,713,785,778,309.4419861,4249,2.9193699,-30,1,182,-155,-92,-94,-154,-459,-191,510,182,-140,-146,-179,510,32,-65,-123,689,0,133,-155,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12927,12770,13206,13304,13304,13571,14048,14316,14236,14466,14409,0,0,14768,14751,14640,14422,14319,13997,13932,13785,13421,13239,14343.15217,14395.24444,14156.97778,14131.82609,13944.84444,-27,1,173,-145,-86,-94,-100,-639,-1368,2490,2481,0,0,0,592,674,-1741,-1018,4991,0,130,-166,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104428,0.0166201,0.0225344,0.0314188,0.0751163,0.138,0.0612644,0.074632,0.0651759,0.0423699,0.0204751,0.0036214,28.58333333,32.66666667,37.91666667,36.83333333,29.91666667,33,33,33,33,33,29,25,22,19,19,19,19,3987,4168,772,968,1257,1227,1023,103,45,156,416,451,306,-18,155,93,36,322,-100,166,81,107,59,172,316,66,116,71,292,238,601,770,991,1145,900
“Ï’Î√©≤›‘≠,0,0,0,33,613,925,631,730,543,0,0,0,863,872,850,820,797,722,880,857,164.8849945,4234,2.8848901,-30,1,182,-155,-92,-94,-154,-459,-191,510,182,-140,-146,-179,510,32,-65,-123,689,0,133,-155,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12927,12770,13206,13304,13304,13571,14048,14316,14236,14466,14409,0,0,14768,14751,14640,14422,14319,13997,13932,13785,13421,13239,14343.15217,14395.24444,14156.97778,14131.82609,13944.84444,-27,1,173,-145,-86,-94,-100,-639,-1368,2490,2481,0,0,0,592,674,-1741,-1018,4991,0,130,-166,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104428,0.0166201,0.0225344,0.0314188,0.0751163,0.138,0.0612644,0.074632,0.0651759,0.0423699,0.0204751,0.0036214,28.58333333,32.66666667,37.91666667,36.83333333,29.91666667,33,33,33,33,33,29,25,22,19,19,19,19,3987,4168,772,968,1257,1227,1023,103,45,156,416,451,306,-18,155,93,36,322,-100,166,81,107,59,172,316,66,116,71,292,238,601,770,991,1145,900
“Ï’Î√©≤›‘≠,0,0,0,33,618,968,828,879,541,0,0,0,919,939,922,861,864,718,880,828,164.951004,4192,5.7542601,154,168,1211,35,488,1195,1349,1134,1310,1694,1844,3418,2792,3171,2527,2764,1976,1286,1081,1194,1122,1087,1148,0,0,0,0,0,0,1,27,14,26,78,58,201,179,222,163,32,56,1,0,0,0,0,1,1,1,1,0,2,2,2,3,1,6,6,2,8,10,9,8,3,1,1,1,2,2,13658,13452,13417,13930,13419,13857,14431,14684,14291,13960,14532,0,14698,14968,14858,14661,13830,14438,13929,14229,14011,13800,13641,14381.6087,14458.61364,14258.15217,14232.82609,14194.44186,150,162,2071,31,625,2237,2127,1670,2114,3016,3712,4987,4684,5160,3762,4033,3231,2635,1883,2102,1848,1984,1997,0,0,0,0,0,0,0,22,12,22,67,50,174,158,195,141,26,49,0,0,0,0,0,9,9,6,7,1,12,13,11,14,6,26,31,12,39,39,39,36,20,7,8,9,12,15,0.0115829,0.0203637,0.0182485,0.032945,0.0970044,0.119362,0.0756446,0.105929,0.0955238,0.0454209,0.0253547,0.0063098,30.08333333,34.58333333,40.83333333,39.58333333,32.58333333,149,149,149,149,184,195,72,50,39,39,39,39,1198,2233,554,920,2796,2871,1817,1087,3250,527,1007,3477,2832,1655,1590,3537,692,1243,4360,3157,2229,937,2914,350,763,3494,2565,1467,1315,2488,745,1026,3336,2871,1823
“Ï’Î√©≤›‘≠,0,0,0,33,618,968,828,879,541,0,0,0,919,939,922,861,864,718,880,828,340.9309998,4212,6.8478599,154,95,803,18,285,974,1127,1125,1310,1591,1841,2868,2792,2797,2527,2697,1950,1285,1193,1046,1184,1056,961,0,0,0,0,0,0,1,27,14,26,78,58,201,179,222,163,32,56,1,0,0,0,0,1,1,1,1,0,2,2,2,3,1,6,6,2,8,10,9,8,3,1,1,1,2,2,13658,13452,13417,13930,13419,13857,14431,14684,14291,13960,14532,0,14698,14968,14858,14661,13830,14438,13929,14229,14011,13800,13641,14381.6087,14458.61364,14258.15217,14232.82609,14194.44186,150,89,1497,16,256,1785,1767,1648,2114,2894,3683,4385,4684,4658,3762,3975,3221,2579,2058,1853,1940,1900,1685,0,0,0,0,0,0,0,22,12,22,67,50,174,158,195,141,26,49,0,0,0,0,0,9,9,6,7,1,12,13,11,14,6,26,31,12,39,39,39,36,20,7,8,9,12,15,0.0115829,0.0203637,0.0182485,0.032945,0.0970044,0.119362,0.0756446,0.105929,0.0955238,0.0454209,0.0253547,0.0063098,30.08333333,34.58333333,40.83333333,39.58333333,32.58333333,149,149,149,149,184,195,72,50,39,39,39,39,1172,2127,554,920,2796,2871,1817,1197,3067,527,1007,3477,2832,1655,1590,3537,692,1243,4360,3157,2229,895,3048,350,763,3494,2565,1467,1315,2488,745,1026,3336,2871,1823
“Ï’Î√©≤›‘≠,0,0,0,33,618,968,828,879,541,0,0,0,919,939,922,861,864,718,880,828,196.852005,4213,5.16365,179,201,1070,35,436,1145,1349,1107,1179,1445,1888,2901,2715,2615,2480,2788,2394,1202,1193,1008,952,1294,969,0,0,0,0,0,0,1,27,14,26,78,58,201,179,222,163,32,56,1,0,0,0,0,1,1,1,1,0,2,2,2,3,1,6,6,2,8,10,9,8,3,1,1,1,2,2,13658,13452,13417,13930,13419,13857,14431,14684,14291,13960,14532,0,14698,14968,14858,14661,13830,14438,13929,14229,14011,13800,13641,14381.6087,14458.61364,14258.15217,14232.82609,14194.44186,176,193,2071,31,579,2164,2127,1638,1922,2651,4584,4395,4618,4449,3711,4084,3853,2507,2058,1795,1582,2324,1736,0,0,0,0,0,0,0,22,12,22,67,50,174,158,195,141,26,49,0,0,0,0,0,9,9,6,7,1,12,13,11,14,6,26,31,12,39,39,39,36,20,7,8,9,12,15,0.0115829,0.0203637,0.0182485,0.032945,0.0970044,0.119362,0.0756446,0.105929,0.0955238,0.0454209,0.0253547,0.0063098,30.08333333,34.58333333,40.83333333,39.58333333,32.58333333,149,149,149,149,184,195,72,50,39,39,39,39,1228,2114,554,920,2796,2871,1817,1223,3141,527,1007,3477,2832,1655,1658,3457,692,1243,4360,3157,2229,937,2914,350,763,3494,2565,1467,1754,2852,745,1026,3336,2871,1823
“Ï’Î√©≤›‘≠,0,0,0,50,706,976,828,872,536,0,0,0,884,896,773,823,782,711,871,912,126.1230011,4255,15.3815002,55,-145,51,-58,-185,-24,766,1110,890,1539,1204,2483,4406,3408,3419,3315,2321,451,872,287,518,1068,1020,0,0,0,0,0,0,0,28,12,24,77,159,121,195,250,169,74,42,1,0,0,0,0,1,1,1,0,0,0,1,2,2,1,6,9,7,9,12,11,5,5,2,1,1,1,1,13125,13342,0,13126,13292,13483,14159,14515,14039,0,14765,14711,14495,14778,14815,14637,14189,14154,13872,13735,13670,13608,13428,14463.71739,14537.15909,14457.37778,14297.31818,14260.80435,59,-137,52,-54,-184,-22,1244,2082,1512,2731,4323,4124,5930,5701,5033,4988,4732,456,1487,319,1971,1445,2065,0,0,0,0,0,0,0,24,12,22,67,138,105,170,213,146,57,37,0,0,0,0,0,5,4,4,2,0,1,6,12,11,5,26,41,35,40,47,46,25,29,13,9,9,9,9,0.0111429,0.0202504,0.0183457,0.0329279,0.101183,0.112771,0.0702698,0.110465,0.110102,0.0492262,0.0253241,0.0051241,30.83333333,35.5,41.75,40.66666667,33.16666667,173,173,173,173,176,196,72,50,39,39,39,39,1409,2468,496,919,3227,2719,1940,1146,2755,458,918,3441,2775,1489,1116,3113,460,888,3953,2729,1669,797,2566,434,805,3212,2473,1570,3345,4239,1638,1982,3234,2827,2001
